"scene","champ_modifie","ancienne_valeur","nouvelle_valeur","justification","source_documentaire"
"122","explication_litteraire","La scène adapte l'annonce de la mort de Patrocle au Chant XVIII. Chez Homère, Antiloque apporte la nouvelle ; Achille se couvre de cendre, se couche dans la poussière et pousse un cri si terrible que Thétis l'entend au fond de la mer (Chant XVIII, v. 22-35). Le film donne ce rôle à Eudore et transforme la plainte en combat contre la mer. La violence contre Briséis est une invention sombre qui n'a pas de correspondant dans l'Iliade. Le geste des cendres est homérique, mais le lavage par les vagues et l'attaque du surf visualisent autrement la douleur du fils de Thétis. La mort par gorge tranchée reprend le film, non le détail homérique du coup final d'Hector.","La scène adapte l'annonce de la mort de Patrocle au Chant XVIII. Chez Homère, Antiloque apporte la nouvelle ; Achille se couvre de cendre, se couche dans la poussière et pousse un cri si terrible que Thétis l'entend au fond de la mer (Chant XVIII, v. 22-35). Le film donne ce rôle à Eudore et transforme la plainte rituelle en explosion de violence contre ses proches. La violence contre Briséis est une invention sombre qui n'a pas de correspondant dans l'Iliade. Le motif des cendres appartient au modèle homérique, mais il ne doit pas être attribué à cette scène du film. La mort par gorge tranchée reprend le film, non le détail homérique du coup final d'Hector.","Clarification : les cendres et la plainte relèvent du modèle homérique du Chant XVIII, mais ne doivent pas être décrites comme action filmique.","Iliade Chant XVIII, v. 22-35; arbitrage utilisateur 2026-04-30"
"5","explication_litteraire","La mère immortelle d'Achille appartient pleinement à Homère : Thétis, déesse marine, intervient dès le Chant I pour soutenir son fils auprès de Zeus. En revanche, l'idée qu'Achille ne pourrait pas être tué n'est pas homérique ; l'Iliade insiste au contraire sur son destin mortel et sur la mort prochaine qui l'attend. L'invulnérabilité d'Achille et le point faible du talon relèvent d'une tradition post-homérique, notamment associée à Stace dans l'Achilléide, référence à confirmer. La réplique sur la mémoire du nom traduit en langage moderne l'enjeu homérique du kleos, la gloire chantée qui survit au héros.","La mère immortelle d'Achille appartient pleinement à Homère : Thétis, déesse marine, intervient dès le Chant I pour soutenir son fils auprès de Zeus. En revanche, l'idée qu'Achille ne pourrait pas être tué n'est pas homérique ; l'Iliade insiste au contraire sur son destin mortel et sur la mort prochaine qui l'attend. L'invulnérabilité d'Achille et le point faible du talon relèvent d'une tradition post-homérique, notamment développée par Stace dans l'Achilléide. La réplique sur la mémoire du nom traduit en langage moderne l'enjeu homérique du kleos, la gloire chantée qui survit au héros.","Suppression d'une incertitude explicite : le rattachement post-homérique de l'invulnérabilité d'Achille à la tradition de l'Achilléide est suffisant pour la formulation du corpus.","docs/audit_incertitudes_explicit_phase5.md; corpus_sources.md; arbitrage Phase 5 2026-04-30"
"67","explication_litteraire","Cette image de triomphe est propre au film. Elle condense la fabrication publique de la gloire d'Achille : le héros est vu, nommé et acclamé par l'armée. L'Iliade ne contient pas cette prise du temple, mais elle repose sur le même mécanisme de kleos, la renommée créée par l'exploit et la parole collective. Le geste vers le soleil est ambigu après la profanation d'Apollon : Achille semble défier le dieu tout en utilisant sa lumière comme scène. Le retrait d'Hector préserve la structure dramatique du duel futur, qui chez Homère ne se produit qu'au Chant XXII.","Cette image de triomphe est propre au film. Elle condense la fabrication publique de la gloire d'Achille : le héros est vu, nommé et acclamé par l'armée. L'Iliade ne contient pas cette prise du temple, mais elle repose sur le même mécanisme de kleos, la renommée créée par l'exploit et la parole collective. Le geste vers le soleil prolonge la profanation d'Apollon : Achille défie symboliquement le dieu tout en utilisant sa lumière comme scène. Le retrait d'Hector préserve la structure dramatique du duel futur, qui chez Homère ne se produit qu'au Chant XXII.","Remplacement de 'semble' par une formulation interprétative assumée et cohérente avec l'analyse du kleos et d'Apollon.","docs/audit_incertitudes_explicit_phase5.md; corpus_sources.md; arbitrage Phase 5 2026-04-30"
"112","explication_litteraire","La scène est une invention complète du film. Dans l'Iliade, Briséis n'essaie jamais de tuer Achille et leur relation n'est pas développée comme une romance réciproque. La méditation d'Achille sur la mort correspond cependant à son horizon homérique : au Chant IX, il sait que le choix de Troie implique une vie brève et une gloire durable. Briséis invoquant Apollon prolonge son statut filmique d'acolyte, étranger à Homère. Le geste du couteau inverse la situation de captive : elle semble pouvoir tuer le guerrier le plus dangereux, mais le récit transforme cette menace en intimité amoureuse.","La scène est une invention complète du film. Dans l'Iliade, Briséis n'essaie jamais de tuer Achille et leur relation n'est pas développée comme une romance réciproque. La méditation d'Achille sur la mort correspond cependant à son horizon homérique : au Chant IX, il sait que le choix de Troie implique une vie brève et une gloire durable. Briséis invoquant Apollon prolonge son statut filmique d'acolyte, étranger à Homère. Le geste du couteau inverse la situation de captive : elle se trouve momentanément en position de tuer le guerrier le plus dangereux, mais le récit transforme cette menace en intimité amoureuse.","Remplacement de 'semble pouvoir tuer' par une formulation plus nette, sans changer l'analyse.","docs/audit_incertitudes_explicit_phase5.md; corpus_sources.md; arbitrage Phase 5 2026-04-30"
"171","explication_litteraire","La célébration autour du cheval appartient à la matière post-iliadique, mais le dialogue de Pâris et Hélène est inventé. L'Iliade ne raconte ni l'entrée du cheval ni la fête troyenne. Dans l'Énéide II, les Troyens célèbrent aussi la fin apparente de la guerre avant la catastrophe. Le film déplace l'offrande près de Poséidon, alors que d'autres traditions associent le cheval à Athéna ou au stratagème d'Ulysse, point à vérifier selon les versions. Hélène encourageant Pâris à succéder moralement à Hector relève entièrement de l'arc cinématographique.","La célébration autour du cheval appartient à la matière post-iliadique, mais le dialogue de Pâris et Hélène est inventé. L'Iliade ne raconte ni l'entrée du cheval ni la fête troyenne. Dans l'Énéide II, les Troyens célèbrent aussi la fin apparente de la guerre avant la catastrophe. Le film déplace l'offrande près de Poséidon, tandis que d'autres traditions associent plutôt le cheval à Athéna, au stratagème d'Ulysse et à la tromperie de Sinon. Hélène encourageant Pâris à succéder moralement à Hector relève entièrement de l'arc cinématographique.","Suppression de 'point à vérifier' : la variation Poséidon/Athéna/Ulysse/Sinon peut être formulée comme divergence de traditions sans demander une relecture scène par scène.","docs/audit_incertitudes_explicit_phase5.md; corpus_sources.md; arbitrage Phase 5 2026-04-30"
"1","explication_litteraire","La conquête de la Thessalie par Agamemnon et le duel par champions sont une invention du scénario. L'Iliade connaît Agamemnon comme roi de Mycènes et chef de l'expédition achéenne, non comme conquérant préalable de la Thessalie. Les peuples que le film nomme, Messéniens, Arcadiens et Épéens, appartiennent bien à la géographie grecque archaïque ; les Épéens figurent dans le Catalogue des vaisseaux au Chant II. Triopas est un nom mythologique grec authentique, attaché notamment à des généalogies thessaliennes ou argiennes, mais l'identification précise est à vérifier. Boagrius évoque un fleuve de Locride mentionné par Strabon (à vérifier), non un champion homérique.","La conquête de la Thessalie par Agamemnon et le duel par champions sont une invention du scénario. L'Iliade connaît Agamemnon comme roi de Mycènes et chef de l'expédition achéenne, non comme conquérant préalable de la Thessalie. Les peuples que le film nomme, Messéniens, Arcadiens et Épéens, appartiennent bien à la géographie grecque archaïque ; les Épéens figurent dans le Catalogue des vaisseaux au Chant II. Triopas est un nom mythologique grec attesté dans plusieurs traditions généalogiques, sans correspondre ici à un personnage homérique précis. Boagrius n'est pas un personnage homérique : le nom possède une résonance géographique grecque, mais le champion et son duel contre Achille sont une invention du film.","Suppression des à vérifier sur Boagrius/Triopas : noms secondaires non structurants pour la taxonomie.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"6","explication_litteraire","Scène inventée mais saturée de résonances homériques. La réplique d'Agamemnon, « De tous les seigneurs aimés des dieux, c'est lui que je hais le plus », est une quasi-citation du Chant I de l'Iliade (v. 176-177). Nestor médiateur entre Achille et Agamemnon correspond à son rôle dans le même chant. La présentation « Achille, fils de Pélée » utilise le patronyme homérique le plus récurrent ; Pélée est roi des Myrmidons en Phthie, région de Thessalie. La vitesse prodigieuse d'Achille traduit visuellement l'épithète formulaire « aux pieds légers », podas okus Akhilleus, fréquente dans l'Iliade. Le refus du sceptre préfigure le Chant I, où Achille jette le sceptre royal à terre en signe de rupture avec Agamemnon. Boagrius reste un nom à vérifier, probablement choisi pour son écho géographique grec.","Scène inventée mais saturée de résonances homériques. La réplique d'Agamemnon, « De tous les seigneurs aimés des dieux, c'est lui que je hais le plus », est une quasi-citation du Chant I de l'Iliade (v. 176-177). Nestor médiateur entre Achille et Agamemnon correspond à son rôle dans le même chant. La présentation « Achille, fils de Pélée » utilise le patronyme homérique le plus récurrent ; Pélée est roi des Myrmidons en Phthie, région de Thessalie. La vitesse prodigieuse d'Achille traduit visuellement l'épithète formulaire « aux pieds légers », podas okus Akhilleus, fréquente dans l'Iliade. Le refus du sceptre préfigure le Chant I, où Achille jette le sceptre royal à terre en signe de rupture avec Agamemnon. Boagrius fonctionne ici comme un nom grec à résonance géographique, non comme un champion homérique identifié.","Suppression du à vérifier sur Boagrius : nom secondaire non structurant.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"8","explication_litteraire","La visite de Pâris à Sparte et l'hospitalité de Ménélas proviennent des Chants Cypriens, Cycle Troyen perdu connu via Proclus (à vérifier). L'Iliade présuppose ces événements sans les raconter. La présence d'Hector dans cette ambassade est une invention du scénario : les sources antiques ne l'associent pas à l'enlèvement d'Hélène. Le portrait de Ménélas en mari grossier et aviné diverge fortement d'Homère, où Ménélas est « irréprochable », amumôn, et reste un combattant honorable ; l'Odyssée, Chant IV, le montre en roi prospère avec Hélène. La mention de Pélée l'Argonaute ajoute au patronyme homérique une tradition développée autour des Argonautes, notamment chez Apollonios de Rhodes, référence à confirmer. Polydora est un nom grec attesté, porté dans l'Iliade par une fille de Pélée, non par une servante spartiate.","La visite de Pâris à Sparte et l'hospitalité de Ménélas proviennent des Chants Cypriens, épopée perdue du Cycle Troyen connue par le résumé de Proclus. L'Iliade présuppose ces événements sans les raconter. La présence d'Hector dans cette ambassade est une invention du scénario : les sources antiques ne l'associent pas à l'enlèvement d'Hélène. Le portrait de Ménélas en mari grossier et aviné diverge fortement d'Homère, où Ménélas est « irréprochable », amumôn, et reste un combattant honorable ; l'Odyssée, Chant IV, le montre en roi prospère avec Hélène. La mention de Pélée l'Argonaute ajoute au patronyme homérique une tradition développée autour des Argonautes, notamment chez Apollonios de Rhodes. Polydora est un nom grec attesté, porté dans l'Iliade par une fille de Pélée, non par une servante spartiate.","Remplacement des incertitudes par une formulation stable : sources cycliques perdues et nom secondaire Polydora.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"10","explication_litteraire","La scène prolonge l'hospitalité de Pâris à Sparte, épisode préhomérique attribué aux Chants Cypriens, connus seulement par résumé de Proclus (à vérifier). L'Iliade ne montre jamais ce banquet. La cordialité apparente entre soldats troyens et spartiates dramatise la violation de l'hospitalité qui suivra, thème central dans la tradition grecque. La présence d'Hector à Sparte reste une invention du scénario : les sources antiques ne font pas de lui le compagnon de Pâris dans cette visite. Polydora porte un nom homérique authentique, mais dans l'Iliade elle est une fille de Pélée, non une servante associée à Ménélas.","La scène prolonge l'hospitalité de Pâris à Sparte, épisode préhomérique attribué aux Chants Cypriens, connus seulement par résumé de Proclus. L'Iliade ne montre jamais ce banquet. La cordialité apparente entre soldats troyens et spartiates dramatise la violation de l'hospitalité qui suivra, thème central dans la tradition grecque. La présence d'Hector à Sparte reste une invention du scénario : les sources antiques ne font pas de lui le compagnon de Pâris dans cette visite. Polydora porte un nom homérique authentique, mais dans l'Iliade elle est une fille de Pélée, non une servante associée à Ménélas.","Suppression du à vérifier lié au statut connu par résumé de Proclus.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"12","explication_litteraire","Cette confrontation fraternelle est une invention du scénario, car Hector n'est pas présent à Sparte dans les traditions antiques connues. Le nom Tecton a toutefois une résonance homérique : au Chant V de l'Iliade, Phéréclos est fils de Tecton et constructeur des navires de Pâris, motif directement lié au malheur troyen. La référence exacte au Tecton du film reste à vérifier, mais le choix du nom paraît savant. Les offrandes à Poséidon conviennent au départ en mer, sans correspondre à une scène précise d'Homère. Hector est ici gardien de la cité et de la paix ; ce trait rejoint son portrait homérique de défenseur responsable de Troie, surtout au Chant VI, mais la situation dramatique est cinématographique.","Cette confrontation fraternelle est une invention du scénario, car Hector n'est pas présent à Sparte dans les traditions antiques connues. Le nom Tecton a une résonance homérique : au Chant V de l'Iliade, Phéréclos est fils de Tecton et constructeur des navires de Pâris, motif directement lié au malheur troyen. Le Tecton du film reste cependant un personnage scénaristique. Les offrandes à Poséidon conviennent au départ en mer, sans correspondre à une scène précise d'Homère. Hector est ici gardien de la cité et de la paix ; ce trait rejoint son portrait homérique de défenseur responsable de Troie, surtout au Chant VI, mais la situation dramatique est cinématographique.","Suppression du à vérifier sur Tecton : nom secondaire, fonction filmique claire.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"40","explication_litteraire","La scène invente le débarquement indépendant d'Achille à Troie, mais elle exprime clairement son autonomie homérique face à Agamemnon. Dans l'Iliade, cette rupture éclate au Chant I autour de Briséis et de l'honneur d'Achille ; ici, le film l'installe avant même le premier combat troyen. Les Myrmidons sont bien le peuple d'Achille chez Homère, commandés depuis la Phthie. Eudore est un nom grec attesté dans certaines traditions, mais son rôle de lieutenant myrmidon dans cette scène est à vérifier. La formule implicite du chef qui demande une fidélité personnelle correspond à l'univers héroïque, où l'attachement au seigneur et au butin compte autant que l'obéissance à une coalition.","La scène invente le débarquement indépendant d'Achille à Troie, mais elle exprime clairement son autonomie homérique face à Agamemnon. Dans l'Iliade, cette rupture éclate au Chant I autour de Briséis et de l'honneur d'Achille ; ici, le film l'installe avant même le premier combat troyen. Les Myrmidons sont bien le peuple d'Achille chez Homère, commandés depuis la Phthie. Eudore porte un nom grec attesté, mais son rôle de lieutenant myrmidon appartient au scénario. La formule implicite du chef qui demande une fidélité personnelle correspond à l'univers héroïque, où l'attachement au seigneur et au butin compte autant que l'obéissance à une coalition.","Suppression du à vérifier sur Eudore : nom secondaire non structurant.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"44","explication_litteraire","Cette organisation défensive est une invention du film, mais elle développe un trait homérique solide : Hector est le principal défenseur de Troie. Dans l'Iliade, il commande les Troyens au combat, les rassemble et les exhorte, notamment aux Chants VI, VIII et XV. L'armement massif des citoyens et la recherche des habitants isolés ne sont pas racontés chez Homère. La garde apollonienne reflète le lien de Troie avec Apollon, protecteur actif des Troyens dans l'Iliade. Le nom Lysandre est grec, mais son rôle de capitaine d'armurerie troyen appartient au scénario ; la graphie source `LSYANDER` semble être une coquille d'extraction ou de script.","Cette organisation défensive est une invention du film, mais elle développe un trait homérique solide : Hector est le principal défenseur de Troie. Dans l'Iliade, il commande les Troyens au combat, les rassemble et les exhorte, notamment aux Chants VI, VIII et XV. L'armement massif des citoyens et la recherche des habitants isolés ne sont pas racontés chez Homère. La garde apollonienne reflète le lien de Troie avec Apollon, protecteur actif des Troyens dans l'Iliade. Le nom Lysandre est grec, mais son rôle de capitaine d'armurerie troyen appartient au scénario ; la graphie source LSYANDER relève probablement d'une coquille d'extraction ou de script.","Remplacement de semble par formulation stable pour la coquille LSYANDER.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"59","explication_litteraire","La profanation de la statue d'Apollon est une invention marquante du film. Elle rend visible la démesure d'Achille, mais Homère ne lui attribue pas ce geste. Dans l'Iliade, Apollon est le dieu qui déclenche la peste au Chant I, soutient Hector et s'oppose à Achille ; il reste une puissance réelle et redoutée. Eudore joue ici le rôle de conscience religieuse, absent de l'Iliade. Le pillage d'un sanctuaire évoque plus largement les violences de guerre antiques, mais cette scène précise n'est ni iliadique ni solidement cyclique. Elle annonce aussi l'hostilité postérieure entre Achille et Apollon, liée à la mort d'Achille dans des traditions à vérifier.","La profanation de la statue d'Apollon est une invention marquante du film. Elle rend visible la démesure d'Achille, mais Homère ne lui attribue pas ce geste. Dans l'Iliade, Apollon est le dieu qui déclenche la peste au Chant I, soutient Hector et s'oppose à Achille ; il reste une puissance réelle et redoutée. Eudore joue ici le rôle de conscience religieuse, absent de l'Iliade. Le pillage d'un sanctuaire évoque plus largement les violences de guerre antiques, mais cette scène précise n'est ni iliadique ni solidement cyclique. Elle annonce aussi l'hostilité postérieure entre Achille et Apollon, liée à la mort d'Achille dans les traditions post-homériques.","Suppression du à vérifier sur tradition post-homérique d'Achille et Apollon.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"61","explication_litteraire","La scène invente une première confrontation directe entre Achille et Hector bien avant leur duel final. Dans l'Iliade, leur rencontre décisive a lieu au Chant XXII, après la mort de Patrocle, et non au début de la guerre. Le lancer impossible d'Achille amplifie sa supériorité héroïque ; Homère insiste sur sa vitesse et sa puissance, mais pas dans cet épisode. La provocation envers Apollon prolonge la profanation du temple, étrangère à l'Iliade. Tecton reste un personnage du scénario, même si son nom évoque un nom homérique lié à la lignée de Phéréclos, constructeur des navires de Pâris, référence à vérifier.","La scène invente une première confrontation directe entre Achille et Hector bien avant leur duel final. Dans l'Iliade, leur rencontre décisive a lieu au Chant XXII, après la mort de Patrocle, et non au début de la guerre. Le lancer impossible d'Achille amplifie sa supériorité héroïque ; Homère insiste sur sa vitesse et sa puissance, mais pas dans cet épisode. La provocation envers Apollon prolonge la profanation du temple, étrangère à l'Iliade. Tecton reste un personnage du scénario, même si son nom évoque la lignée homérique de Phéréclos, constructeur des navires de Pâris.","Suppression du à vérifier sur Tecton : nom secondaire.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"98","explication_litteraire","La mort d'Ajax par Hector est une invention majeure. Dans l'Iliade, Ajax fils de Télamon survit aux combats du poème ; au Chant VII, il affronte Hector en duel sans vainqueur décisif, et au Chant XVII il défend le corps de Patrocle. Sa mort appartient à une tradition postérieure : après l'attribution des armes d'Achille à Ulysse, Ajax se suicide, motif tragique notamment chez Sophocle dans Ajax. Le film inverse donc sa destinée en lui donnant une mort guerrière sous les coups d'Hector. Le combat conserve cependant deux traits homériques : Ajax comme force massive et Hector comme meilleur défenseur troyen. Ulysse réorganisant les troupes correspond à son intelligence pratique, mais Selepius n'est pas une référence homérique assurée.","La mort d'Ajax par Hector est une invention majeure. Dans l'Iliade, Ajax fils de Télamon survit aux combats du poème ; au Chant VII, il affronte Hector en duel sans vainqueur décisif, et au Chant XVII il défend le corps de Patrocle. Sa mort appartient à une tradition postérieure : après l'attribution des armes d'Achille à Ulysse, Ajax se suicide, motif tragique notamment chez Sophocle dans Ajax. Le film inverse donc sa destinée en lui donnant une mort guerrière sous les coups d'Hector. Le combat conserve cependant deux traits homériques : Ajax comme force massive et Hector comme meilleur défenseur troyen. Ulysse réorganisant les troupes correspond à son intelligence pratique ; Selepius relève du personnel scénaristique secondaire.","Suppression de l'incertitude sur Selepius : nom secondaire non structurant.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"103","explication_litteraire","L'arrêt tactique est inventé, mais le traitement des morts renvoie à l'Iliade. Au Chant VII, après le duel d'Hector et d'Ajax, les deux camps concluent une trêve pour brûler leurs morts. Le film donne l'initiative morale à Hector, alors que chez Homère la trêve résulte d'une nécessité partagée et de négociations. Hector respectueux des morts correspond bien à l'éthique héroïque, même si l'Iliade montre aussi la dureté extrême des combattants. Lysander reste un personnage scénaristique. La phrase selon laquelle Troie vaut d'être défendue modernise la noblesse d'Hector en civisme explicite.","L'arrêt tactique est inventé, mais le traitement des morts renvoie à l'Iliade. Au Chant VII, après le duel d'Hector et d'Ajax, les deux camps concluent une trêve pour brûler leurs morts. Le film donne l'initiative morale à Hector, alors que chez Homère la trêve résulte d'une nécessité partagée et de négociations. Hector respectueux des morts correspond à l'éthique héroïque, même si l'Iliade montre aussi la dureté extrême des combattants. Lysander reste un personnage scénaristique. La phrase selon laquelle Troie vaut d'être défendue modernise la noblesse d'Hector en civisme explicite.","Aucune incertitude de fond : formulation conservée sans à vérifier.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"108","explication_litteraire","Cette scène violente est une invention du film et n'a pas d'équivalent dans l'Iliade. Chez Homère, Briséis est enlevée à Achille par les hérauts Talthybios et Eurybatès au Chant I ; elle suit à contrecœur, mais elle n'est pas livrée à une troupe de soldats. Le marquage au sceau d'Agamemnon modernise brutalement la logique du butin en esclavage corporel visible. Les noms Aphaereus/Aphareus, Echepolus et Haemon sonnent grecs et certains sont attestés dans des traditions mythologiques ou homériques, mais leurs rôles ici sont à vérifier. Achille protecteur de Briséis est une inflexion cinématographique qui prépare leur relation amoureuse, absente de cette forme chez Homère.","Cette scène violente est une invention du film et n'a pas d'équivalent dans l'Iliade. Chez Homère, Briséis est enlevée à Achille par les hérauts Talthybios et Eurybatès au Chant I ; elle suit à contrecœur, mais elle n'est pas livrée à une troupe de soldats. Le marquage au sceau d'Agamemnon modernise brutalement la logique du butin en esclavage corporel visible. Les noms Aphaereus/Aphareus, Echepolus et Haemon ont une coloration grecque ou mythologique, mais leurs rôles ici appartiennent au scénario. Achille protecteur de Briséis est une inflexion cinématographique qui prépare leur relation amoureuse, absente de cette forme chez Homère.","Suppression du à vérifier sur noms secondaires.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"116","explication_litteraire","Le débat sur les présages reprend librement une tension du Chant XII de l'Iliade. Dans ce chant, Polydamas interprète le signe de l'aigle et du serpent comme un avertissement, tandis qu'Hector refuse d'arrêter l'assaut. Le film inverse partiellement les rôles : Hector devient le stratège sceptique et prudent, tandis que le prêtre pousse à l'offensive. Archeptolemus est une figure du scénario ; le nom rappelle Archéptolème, cocher d'Hector dans l'Iliade, mais la référence exacte est à vérifier. Priam cédant à l'augure prolonge son portrait filmique de roi pieux. Le conseil comme institution politique troyenne est largement inventé.","Le débat sur les présages reprend librement une tension du Chant XII de l'Iliade. Dans ce chant, Polydamas interprète le signe de l'aigle et du serpent comme un avertissement, tandis qu'Hector refuse d'arrêter l'assaut. Le film inverse partiellement les rôles : Hector devient le stratège sceptique et prudent, tandis que le prêtre pousse à l'offensive. Archeptolemus est une figure du scénario ; son nom rappelle Archéptolème, cocher d'Hector dans l'Iliade. Priam cédant à l'augure prolonge son portrait filmique de roi pieux. Le conseil comme institution politique troyenne est largement inventé.","Suppression du à vérifier sur Archeptolemus : nom secondaire.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"132","explication_litteraire","La scène est inventée dans sa forme amoureuse. Dans l'Iliade, aucune Briséis ne tente de détourner Achille du combat contre Hector ; le moteur du duel est la vengeance de Patrocle. Le char, la solitude d'Achille et la corde annoncent le Chant XXII, où Achille tue Hector puis attache son corps à son char pour le traîner. Le lien familial de Briséis avec Hector est propre au film : chez Homère, Briséis vient de Lyrnessos et n'est pas cousine des princes troyens. Larissa comme horizon de fuite reprend la géographie thessalienne du film, à vérifier dans son rapport exact à la patrie homérique d'Achille, la Phthie.","La scène est inventée dans sa forme amoureuse. Dans l'Iliade, aucune Briséis ne tente de détourner Achille du combat contre Hector ; le moteur du duel est la vengeance de Patrocle. Le char, la solitude d'Achille et la corde annoncent le Chant XXII, où Achille tue Hector puis attache son corps à son char pour le traîner. Le lien familial de Briséis avec Hector est propre au film : chez Homère, Briséis vient de Lyrnessos et n'est pas cousine des princes troyens. Larissa comme horizon de fuite reprend la géographie thessalienne du film, en contraste avec la patrie homérique d'Achille, la Phthie.","Suppression du à vérifier sur Larissa/Phthie : géographie secondaire non structurante.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"168","explication_litteraire","La découverte du cheval relève du Cycle Troyen et de l'Énéide II, mais le film remplace des figures traditionnelles essentielles. Chez Virgile, Laocoon avertit les Troyens contre le cheval et Sinon trompe la cité ; Cassandre aussi voit le danger dans plusieurs traditions. Ici, Pâris et Glaucus jouent les sceptiques, tandis qu'Archeptolemus pousse à l'acceptation. L'idée d'une offrande aux dieux est traditionnelle, souvent liée à Athéna plutôt qu'à Poséidon selon les versions, à vérifier. La peste comme fausse trace de la vengeance d'Apollon est une invention qui renvoie ironiquement au Chant I de l'Iliade, où Apollon frappe réellement les Achéens de peste. Priam décidant par peur religieuse prolonge son portrait filmique de roi pieux.","La découverte du cheval relève du Cycle Troyen et de l'Énéide II, mais le film remplace des figures traditionnelles essentielles. Chez Virgile, Laocoon avertit les Troyens contre le cheval et Sinon trompe la cité ; Cassandre aussi voit le danger dans plusieurs traditions. Ici, Pâris et Glaucus jouent les sceptiques, tandis qu'Archeptolemus pousse à l'acceptation. L'idée d'une offrande aux dieux est traditionnelle, souvent liée à Athéna plutôt qu'à Poséidon selon les versions. La peste comme fausse trace de la vengeance d'Apollon est une invention qui renvoie ironiquement au Chant I de l'Iliade, où Apollon frappe réellement les Achéens de peste. Priam décidant par peur religieuse prolonge son portrait filmique de roi pieux.","Suppression du à vérifier sur cheval/offrande : variation de traditions déjà cadrée.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"193","explication_litteraire","La mort d'Archeptolemus est inventée. Les récits antiques du sac de Troie comportent des violences contre temples et prêtres, mais ce prêtre du film n'a pas d'équivalent direct. Son nom rappelle Archéptolème, cocher d'Hector dans l'Iliade, référence à vérifier, mais sa fonction de grand prêtre trompé par les présages est cinématographique.","La mort d'Archeptolemus est inventée. Les récits antiques du sac de Troie comportent des violences contre temples et prêtres, mais ce prêtre du film n'a pas d'équivalent direct. Son nom rappelle Archéptolème, cocher d'Hector dans l'Iliade, tandis que sa fonction de grand prêtre trompé par les présages est cinématographique.","Suppression du à vérifier sur Archeptolemus : nom secondaire.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
"202","explication_litteraire","Cette fin est une recomposition moderne des traditions de survivance troyenne. Énée fuyant vers un avenir nouveau renvoie à l'Énéide, mais le film change fortement le groupe : Hélène ne fuit pas avec les Troyens dans la tradition dominante, elle est reprise par Ménélas ; Andromaque est généralement capturée par Néoptolème ; Pâris est mort avant le sac dans de nombreuses traditions, après avoir tué Achille avec l'aide d'Apollon, référence à vérifier. Le Scamandre et le mont Ida sont des repères troyens authentiques. Briséis survivante regardant la fumée d'Achille est une invention qui clôt l'arc amoureux du film. L'Iliade, elle, s'achève bien avant, sur les funérailles d'Hector.","Cette fin est une recomposition moderne des traditions de survivance troyenne. Énée fuyant vers un avenir nouveau renvoie à l'Énéide, mais le film change fortement le groupe : Hélène ne fuit pas avec les Troyens dans la tradition dominante, elle est reprise par Ménélas ; Andromaque est généralement capturée par Néoptolème ; Pâris est mort avant le sac dans de nombreuses traditions, après avoir tué Achille avec l'aide d'Apollon. Le Scamandre et le mont Ida sont des repères troyens authentiques. Briséis survivante regardant la fumée d'Achille est une invention qui clôt l'arc amoureux du film. L'Iliade, elle, s'achève bien avant, sur les funérailles d'Hector.","Suppression du à vérifier sur mort de Paris/Achille : tradition post-homérique suffisante pour la formulation.","docs/audit_incertitudes_explicit_phase5.md; règle éditoriale noms secondaires 2026-04-30"
